Item_ID,Item_Wave,Item_Type,Item_Title,Item_Category,Item_Domain,Owner_Domain,Autonomous_Required,Human_Input_Allowed,Human_Work_Allowed,Codex_Action,Implementation_Target,Deliverable_Type,Acceptance_Criteria,QA_Gates_Required,Visual_Review_Required,Visual_Review_Method,Test_Required,Evidence_Required,Runtime_Proof_Required,EC2_Allowed,Blocker_Policy,Source_Plan_Root,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_File_Size,Priority,Risk_Level,Status,Created_From,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
ITEM-W64-159,64,ultimate_multimodal_workflow_requirement,Engine-Specific Character Adapter Builder,character_system,character_factory,W64-MCM-CHAR,TRUE,FALSE,FALSE,"Publish FLUX-family, SDXL-family, edit, video, and audio adapter cards for one Character Package revision.",character_factory,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"Each adapter declares exact engine family, triggers, limits, hashes, calibration evidence, and prohibited pairings.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,cross-engine identity and voice-similarity review,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Character Package Revision,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:159:W64-MCM-CHAR:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:159:W64-MCM-CHAR:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-160,64,ultimate_multimodal_workflow_requirement,Character Revision Certification and Publication,character_system,character_factory,W64-MCM-CHAR,TRUE,FALSE,FALSE,Certify and publish immutable Character Package revisions for solo and multi-character consumption.,character_factory,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"Identity, morphology, views, states, voice, adapters, and separation pass; failures remain staged and revocable.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,"full character contact sheet, separation panel, and voice-continuity review",TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Character Package Revision,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:160:W64-MCM-CHAR:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:160:W64-MCM-CHAR:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-161,64,ultimate_multimodal_workflow_requirement,Scene-to-Shot and Pose Package Compiler,scene_and_pose,shot_pose_and_multi_character_ownership,W64-MCM-SHOT,TRUE,FALSE,FALSE,"Compile intent into camera, lens, framing, per-instance keypoints/keyframes, timing, safe margins, and expected audio events.",shot_pose_and_multi_character_ownership,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"One reusable package serves image, mask, video, audio, and AV without flattening ownership.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,"skeleton, camera, framing, and timing-overlay review",TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Shot/Pose Package,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:161:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:161:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-162,64,ultimate_multimodal_workflow_requirement,Per-Instance Ownership and Isolation Registry,scene_and_pose,shot_pose_and_multi_character_ownership,W64-MCM-SHOT,TRUE,FALSE,FALSE,"Assign every instance its character revision, skeleton, depth, silhouette, masks, protected regions, objects, wardrobe, and voice.",shot_pose_and_multi_character_ownership,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"No edit, mask, prop, dialogue line, control, or artifact is ambiguously owned.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,color-coded ownership and active-speaker review,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Shot/Pose Package,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:162:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:162:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-163,64,ultimate_multimodal_workflow_requirement,"Contact, Occlusion, and Depth Interaction Planner",scene_and_pose,shot_pose_and_multi_character_ownership,W64-MCM-SHOT,TRUE,FALSE,FALSE,"Encode person/person, person/object, body/support, wardrobe, visibility, occlusion, collision, and timed contact.",shot_pose_and_multi_character_ownership,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"Every contact declares participants, regions, timing, force class, visibility, ownership, and expected deformation.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,"contact, depth, pressure, and occlusion review",TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Shot/Pose Package,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:163:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:163:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-164,64,ultimate_multimodal_workflow_requirement,Pose and Ownership Conformance Gate,scene_and_pose,shot_pose_and_multi_character_ownership,W64-MCM-SHOT,TRUE,FALSE,FALSE,"Validate outputs against pose, framing, ownership, contact, and protected-region contracts and issue scoped repairs.",shot_pose_and_multi_character_ownership,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"Wrong-person edits, swaps, pose drift, ownership leakage, and ambiguous occlusion block promotion.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,whole-frame and per-instance review,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Shot/Pose Package,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:164:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:164:W64-MCM-SHOT:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-165,64,ultimate_multimodal_workflow_requirement,Unified Per-Pass Capability Registry,engine_model_routing,per_pass_engine_model_routing,W64-MCM-ROUTE,TRUE,FALSE,FALSE,"Register exact engine/model/adapter capabilities by modality, intent, region, controls, references, edit mode, resolution, hardware, and evidence.",per_pass_engine_model_routing,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,A one-engine specialist is discoverable only for its certified pass scope and never becomes a universal default.,schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,capability calibration artifact review,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Per-pass engine/model specialization,132,181,## Per-pass engine/model specialization  The router does not select one engine for an entire job. Each pass independently selects the best eligible execution stack for the exact capability and evidence scope.  ### Stage 1: hard eligibility  The deterministic router rejects a candidate unless all required facts pass:,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:165:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:165:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181
ITEM-W64-166,64,ultimate_multimodal_workflow_requirement,Hard Compatibility and Constraint Solver,engine_model_routing,per_pass_engine_model_routing,W64-MCM-ROUTE,TRUE,FALSE,FALSE,"Reject engine, model, VAE, encoder, latent, adapter, control, node, workflow, license, hardware, authority, and package incompatibilities before ranking.",per_pass_engine_model_routing,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,No incompatible stack reaches execution; every rejection returns typed unmet constraints and missing evidence.,schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,referenced capability-evidence review,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Per-pass engine/model specialization,132,181,## Per-pass engine/model specialization  The router does not select one engine for an entire job. Each pass independently selects the best eligible execution stack for the exact capability and evidence scope.  ### Stage 1: hard eligibility  The deterministic router rejects a candidate unless all required facts pass:,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:166:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:166:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181
ITEM-W64-167,64,ultimate_multimodal_workflow_requirement,Contextual Candidate Ranking and LLM Proposal,engine_model_routing,per_pass_engine_model_routing,W64-MCM-ROUTE,TRUE,FALSE,FALSE,"Rank only eligible stacks by matching quality, preservation, stability, failure rate, runtime, memory, cost, and cache evidence.",per_pass_engine_model_routing,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,Ranking inputs are replayable and explainable; an LLM proposal cannot bypass compatibility or promotion gates.,schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,blinded side-by-side media review for rank calibration,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Per-pass engine/model specialization,132,181,## Per-pass engine/model specialization  The router does not select one engine for an entire job. Each pass independently selects the best eligible execution stack for the exact capability and evidence scope.  ### Stage 1: hard eligibility  The deterministic router rejects a candidate unless all required facts pass:,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:167:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:167:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181
ITEM-W64-168,64,ultimate_multimodal_workflow_requirement,"Fallback, Abstention, and Route Decision Record",engine_model_routing,per_pass_engine_model_routing,W64-MCM-ROUTE,TRUE,FALSE,FALSE,"Define explicit fallback, abstention, material-hypothesis retry, supersession, and immutable route-decision provenance.",per_pass_engine_model_routing,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,No eligible stack yields a typed blocker; every reroute explains the prior failure and no silent substitution or seed loop occurs.,schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,fallback media review only when certifying fallback quality,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Per-pass engine/model specialization,132,181,## Per-pass engine/model specialization  The router does not select one engine for an entire job. Each pass independently selects the best eligible execution stack for the exact capability and evidence scope.  ### Stage 1: hard eligibility  The deterministic router rejects a candidate unless all required facts pass:,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:168:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:168:W64-MCM-ROUTE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L132-L181
ITEM-W64-169,64,ultimate_multimodal_workflow_requirement,First-Pass Intent Classifier and Engine Selector,engine_bridges,first_pass_and_cross_engine_bridging,W64-MCM-BRIDGE,TRUE,FALSE,FALSE,"Classify composition, identity, pose, edit, character-count, motion, downstream specialist, quality, and resource needs before base routing.",first_pass_and_cross_engine_bridging,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,The first pass is objective-driven and declares downstream bridge needs; FLUX is a candidate rather than a hardcoded answer.,schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,base composition and identity comparison panels,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Cross-engine bridge,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:169:W64-MCM-BRIDGE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:169:W64-MCM-BRIDGE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
ITEM-W64-170,64,ultimate_multimodal_workflow_requirement,Canonical Decoded Artifact Bridge,engine_bridges,first_pass_and_cross_engine_bridging,W64-MCM-BRIDGE,TRUE,FALSE,FALSE,"Standardize decoded image/frame/audio transfer, color/sample space, alpha, dimensions, coordinates, timebase, masks, crops, transforms, and hashes.",first_pass_and_cross_engine_bridging,code_config_schema_registry_workflow_test_runtime_evidence_qa_decision,"Cross-engine round trips preserve coordinates, timing, color, ownership, and lineage; latent transfer blocks absent exact certification.",schema|lineage|compatibility|target|protected_scope|whole_artifact|promotion|no_false_completion,TRUE,image difference maps and audio alignment/null checks,TRUE,source_citation|implementation_hashes|tests|runtime_manifest_if_applicable|artifact_hashes_if_applicable|qa_record|pass_or_exact_blocker,TRUE,TRUE,Fail only the dependent scope with an exact typed blocker; preserve accepted parents and continue independent safe DAG branches.,C:\Comfy_UI_Main\Plan,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,Cross-engine bridge,1,4,# Wave64 Ultimate Modular Character-to-Multimodal Workflow Master Plan  Updated: 2026-07-16 America/Chicago ,C:\Comfy_UI_Main\Plan,md,19886,P0,CRITICAL,Planned_Autonomous_Implementation_Required,Wave64 ultimate modular multimodal workflow control-package generator,"Planning coverage only. No runtime, engine, workflow, mask, model, artifact, or promotion completion is implied. content_based_suppression=false.",W64-MCM:170:W64-MCM-BRIDGE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4,Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md,wave64_additive_planning_control,planned_rows149_220_runtime_evidence_required,W64-MCM:170:W64-MCM-BRIDGE:Plan\00_PROJECT_CONTROL\WAVE64_ULTIMATE_MODULAR_CHARACTER_TO_MULTIMODAL_WORKFLOW_MASTER_PLAN.md#L1-L4
