Tracker_ID,Wave,Phase,Workstream,Priority,Risk_Level,Owner_Role,Environment,Status,Task_Name,Detailed_Action,Completion_Criteria,Acceptance_Evidence,Dependency_Prerequisite,Validation_Method,Output_Artifact,Source_Path,Related_Source_Paths,Package_Top_Level_Directory,Autonomous_Execution_Mode,Human_Input_Allowed,Human_Work_Allowed,Codex_Desktop_Action,QA_Strictness,Visual_Review_Required,Visual_Review_Method,Test_Required,Runtime_Proof_Required,EC2_Allowed,Preview_Required,Final_Render_Gate,Evidence_Path,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_Item_ID,Blocker_Policy,Rerun_Policy,Status_Decision,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
W64-MI-TRK-231,Wave64,MI-02,W64-MI-COMPAT,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"LoRA and Component Interaction, Conflict, and Attribution Graph","Record pairwise and higher-order compatibility, dominance, cancellation, overcook, trigger collision, regional overlap, identity drift, and checkpoint dependence.",Unknown combinations are not assumed safe; tested interactions are scoped and combinatorial testing is prioritized by use and risk.,"Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row013, Row014, Row015, Row165, Row173, Row174, Row225, Row229, Row230, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-231 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,designed-experiment and stack-ablation review,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row231,487,493,"LoRA and Component Interaction, Conflict, and Attribution Graph",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-231,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-231,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-232,Wave64,MI-02,W64-MI-COMPAT,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Availability, Residency, Resource, and Runtime Envelope","Bind local/S3/EC2 availability, bytes, load time, VRAM/RAM, precision, offload, warm-cache affinity, concurrency, and failure telemetry to each bundle.",No route assumes an absent asset or starts outside a measured resource envelope; quality is not silently downgraded under pressure.,"Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row042, Row044, Row061, Row062, Row063, Row166, Row205, Row206, Row208, Row230, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-232 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"load, OOM, eviction, concurrency, and recovery tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row232,495,501,"Availability, Residency, Resource, and Runtime Envelope",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-232,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-232,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-233,Wave64,MI-03,W64-MI-QUAL,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Progressive Model Qualification Funnel,"Implement source admission, static scan, install/hash proof, loader smoke, baseline A/B, parameter sweep, capability benchmark, stack-interaction, shadow, and certification stages.",Expensive rendering is reserved for eligible high-value or high-uncertainty candidates while every skipped stage and authority ceiling is explicit.,"Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row037, Row038, Row044, Row054, Row063, Row165, Row209, Row210, Row221, Row224, Row229, Row230, Row232, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-233 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"stage-entry, stop, resume, and failure tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row233,503,509,Progressive Model Qualification Funnel,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-233,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-233,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-234,Wave64,MI-03,W64-MI-QUAL,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Canonical Multimodal Model Benchmark Corpus,"Create fixed and held-out cases for character identity, anatomy, skin, hair, clothing, pose, interaction, environment, motion, speech, Foley, audio, and AV behavior.","Cases bind approved inputs, baselines, seeds, prompts, masks, controls, expected effects, protected invariants, metrics, and adjudicated outcomes.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row109, Row147, Row172, Row183, Row188, Row192, Row196, Row209, Row210, Row225, Row226, Row233, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-234 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"corpus coverage, leakage, and repeatability review",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row234,511,517,Canonical Multimodal Model Benchmark Corpus,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-234,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-234,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-235,Wave64,MI-03,W64-MI-QUAL,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Parameter, Trigger, Prompt, Weight, Denoise, and Seed Sweep Engine","Generate reproducible baseline-controlled sweeps with early stopping, adaptive refinement, matched seeds, fixed workflows, and parameter-response curves.","Best envelope, overcook threshold, instability, prompt sensitivity, and failure regions are measured without treating a single attractive output as proof.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row064, Row167, Row173, Row174, Row233, Row234, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-235 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"paired sweep, early-stop, and reproducibility tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row235,519,525,"Parameter, Trigger, Prompt, Weight, Denoise, and Seed Sweep Engine",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-235,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-235,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-236,Wave64,MI-03,W64-MI-QUAL,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Capability-Bucket Certificate, Expiry, and Requalification","Certify exact bundles only for measured pass intent, target, checkpoint, stack, character count, mask tier, resolution, workflow, runtime, and hardware buckets.","Certificates include sample floors, confidence, hard-gate results, validity window, exclusions, fallback, and revocation links; there is no universal best-model certificate.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row059, Row063, Row165, Row172, Row209, Row211, Row224, Row230, Row233, Row234, Row235, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-236 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"certificate boundary, expiry, and misuse tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row236,527,533,"Capability-Bucket Certificate, Expiry, and Requalification",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-236,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-236,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-237,Wave64,MI-04,W64-MI-SELECT,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Canonical Model Selection Context Envelope,"Compile character revisions, scene/shot/take, pass objective, defect, target/protected scope, modality, references, controls, masks, quality, runtime, cost, risk, and downstream needs.","Equivalent requests canonicalize identically while materially different targets, owners, engines, stacks, or constraints remain separate evidence buckets.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row153, Row154, Row155, Row161, Row162, Row165, Row168, Row173, Row189, Row193, Row225, Row226, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-237 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,context canonicalization and collision tests,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row237,535,541,Canonical Model Selection Context Envelope,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-237,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-237,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-238,Wave64,MI-04,W64-MI-SELECT,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Hard Eligibility Solver and Scalable Candidate Retrieval,"Apply lifecycle, availability, engine, bundle, certificate, mask, control, character, resource, evidence-freshness, and prohibited-combination filters before ranking.",The solver can search thousands of assets without scoring ineligible entries and returns complete typed exclusion evidence.,"Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row165, Row166, Row168, Row228, Row229, Row230, Row231, Row232, Row236, Row237, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-238 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,large-registry latency and zero-incompatible-selection tests,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row238,543,549,Hard Eligibility Solver and Scalable Candidate Retrieval,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-238,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-238,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-239,Wave64,MI-04,W64-MI-SELECT,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Conservative Contextual Evidence Ranker and Pareto Frontier,"Rank eligible bundles with quality lower-confidence bounds, risk upper-confidence bounds, preservation, failures, resource cost, bridge cost, cache affinity, evidence freshness, and policy weights.","Scores are replayable, calibrated, versioned, uncertainty-aware, and scoped; metadata priors cannot outrank measured production evidence.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row063, Row167, Row168, Row208, Row209, Row211, Row225, Row228, Row236, Row237, Row238, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-239 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"offline replay, calibration, ranking-regret, and explanation tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row239,551,557,Conservative Contextual Evidence Ranker and Pareto Frontier,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-239,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-239,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-240,Wave64,MI-04,W64-MI-SELECT,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Exploration, Candidate Branch, Abstention, and Fallback Policy","Use bounded offline or shadow exploration for uncertain candidates, allow certified production champions for required passes, and emit abstention or explicit fallback when evidence is insufficient.","Exploration never mutates an accepted parent or silently promotes a cold-start model; every candidate branch has budget, stop, QA, and learning eligibility.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row049, Row063, Row168, Row175, Row199, Row203, Row224, Row233, Row236, Row238, Row239, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-240 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"cold-start, uncertainty, budget, fallback, and abstention tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row240,559,565,"Exploration, Candidate Branch, Abstention, and Fallback Policy",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-240,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-240,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-241,Wave64,MI-05,W64-MI-OBS,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Per-Use Model and Bundle Observation Record,"Record why a bundle was selected, exact context, parents, prompts, controls, outputs, telemetry, deterministic metrics, critic observations, defects, repair outcome, and final decision.","Every execution produces an attributable report even when rejected, blocked, cancelled, or excluded from learning.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row043, Row051, Row054, Row156, Row167, Row184, Row188, Row192, Row196, Row198, Row209, Row230, Row237, Row239, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-241 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,run-to-observation lineage tests,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row241,567,573,Per-Use Model and Bundle Observation Record,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-241,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-241,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
