row_number,item_id,tracker_id,workstream_id,workstream,phase,title,objective,dependencies,required_artifacts,acceptance_tests,external_gates,status,runtime_completion_claimed,source_citations,tracker_state,next_action,blocker
271,ITEM-W64-271,TRK-W64-271,HVAA-03,video_motion_physics_interaction,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: video motion physics interaction,"Model primary, micro, secondary, contact, fabric, hair, fluid, camera, and settling motion.",ITEM-W64-270,video_motion_physics_interaction_implementation_record|video_motion_physics_interaction_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
272,ITEM-W64-272,TRK-W64-272,HVAA-03,video_motion_physics_interaction,assurance,"Prove positive, negative, fault, perceptual, and release behavior: video motion physics interaction","Model primary, micro, secondary, contact, fabric, hair, fluid, camera, and settling motion.",ITEM-W64-271,video_motion_physics_interaction_assurance_record|video_motion_physics_interaction_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
273,ITEM-W64-273,TRK-W64-273,HVAA-04,video_engine_candidate_multipass_routing,contract,Publish strict schemas and canonical record boundaries: video engine candidate multipass routing,Route exact video bundles per shot/pass and compare bounded candidates without latent-family leakage.,ITEM-W64-272,video_engine_candidate_multipass_routing_contract_record|video_engine_candidate_multipass_routing_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
274,ITEM-W64-274,TRK-W64-274,HVAA-04,video_engine_candidate_multipass_routing,policy,"Freeze registries, policies, thresholds, and authority: video engine candidate multipass routing",Route exact video bundles per shot/pass and compare bounded candidates without latent-family leakage.,ITEM-W64-273,video_engine_candidate_multipass_routing_policy_record|video_engine_candidate_multipass_routing_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
275,ITEM-W64-275,TRK-W64-275,HVAA-04,video_engine_candidate_multipass_routing,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: video engine candidate multipass routing,Route exact video bundles per shot/pass and compare bounded candidates without latent-family leakage.,ITEM-W64-274,video_engine_candidate_multipass_routing_implementation_record|video_engine_candidate_multipass_routing_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
276,ITEM-W64-276,TRK-W64-276,HVAA-04,video_engine_candidate_multipass_routing,assurance,"Prove positive, negative, fault, perceptual, and release behavior: video engine candidate multipass routing",Route exact video bundles per shot/pass and compare bounded candidates without latent-family leakage.,ITEM-W64-275,video_engine_candidate_multipass_routing_assurance_record|video_engine_candidate_multipass_routing_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
277,ITEM-W64-277,TRK-W64-277,HVAA-05,video_frame_qa_and_local_span_repair,contract,Publish strict schemas and canonical record boundaries: video frame qa and local span repair,"Create frame truth, calibrated temporal QA, defect localization, and immutable-parent span repair.",ITEM-W64-276,video_frame_qa_and_local_span_repair_contract_record|video_frame_qa_and_local_span_repair_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
278,ITEM-W64-278,TRK-W64-278,HVAA-05,video_frame_qa_and_local_span_repair,policy,"Freeze registries, policies, thresholds, and authority: video frame qa and local span repair","Create frame truth, calibrated temporal QA, defect localization, and immutable-parent span repair.",ITEM-W64-277,video_frame_qa_and_local_span_repair_policy_record|video_frame_qa_and_local_span_repair_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
279,ITEM-W64-279,TRK-W64-279,HVAA-05,video_frame_qa_and_local_span_repair,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: video frame qa and local span repair,"Create frame truth, calibrated temporal QA, defect localization, and immutable-parent span repair.",ITEM-W64-278,video_frame_qa_and_local_span_repair_implementation_record|video_frame_qa_and_local_span_repair_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
280,ITEM-W64-280,TRK-W64-280,HVAA-05,video_frame_qa_and_local_span_repair,assurance,"Prove positive, negative, fault, perceptual, and release behavior: video frame qa and local span repair","Create frame truth, calibrated temporal QA, defect localization, and immutable-parent span repair.",ITEM-W64-279,video_frame_qa_and_local_span_repair_assurance_record|video_frame_qa_and_local_span_repair_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
281,ITEM-W64-281,TRK-W64-281,HVAA-06,video_longform_benchmark_and_promotion,contract,Publish strict schemas and canonical record boundaries: video longform benchmark and promotion,"Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-280,video_longform_benchmark_and_promotion_contract_record|video_longform_benchmark_and_promotion_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
282,ITEM-W64-282,TRK-W64-282,HVAA-06,video_longform_benchmark_and_promotion,policy,"Freeze registries, policies, thresholds, and authority: video longform benchmark and promotion","Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-281,video_longform_benchmark_and_promotion_policy_record|video_longform_benchmark_and_promotion_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
283,ITEM-W64-283,TRK-W64-283,HVAA-06,video_longform_benchmark_and_promotion,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: video longform benchmark and promotion,"Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-282,video_longform_benchmark_and_promotion_implementation_record|video_longform_benchmark_and_promotion_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
284,ITEM-W64-284,TRK-W64-284,HVAA-06,video_longform_benchmark_and_promotion,assurance,"Prove positive, negative, fault, perceptual, and release behavior: video longform benchmark and promotion","Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-283,video_longform_benchmark_and_promotion_assurance_record|video_longform_benchmark_and_promotion_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
285,ITEM-W64-285,TRK-W64-285,HVAA-07,audio_event_graph_and_source_strategy,contract,Publish strict schemas and canonical record boundaries: audio event graph and source strategy,"Compile owned audio events and route recorded, retrieved, procedural, neural, synthesized, or hybrid sources.",ITEM-W64-284,audio_event_graph_and_source_strategy_contract_record|audio_event_graph_and_source_strategy_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
