row_number,item_id,tracker_id,workstream_id,workstream,domain,phase,title,implementation_action,acceptance,dependencies,required_artifacts,external_gates,status,runtime_proof_required,runtime_completion_claimed,completion_profile,optional_profiles_not_blocking,source_citations,tracker_state,next_action,blocker
331,ITEM-W64-331,TRK-W64-331,MFB-03,authority_certificate_promotion,maskfactory_autonomous_bridge,validation,Structured Mask Authority and Downstream Promotion Gate,"Recompute use eligibility from the exact signed pinned Main policy using a complete unique criterion vector, declared comparator/threshold, analyzer and evidence hashes, claim class, signer trust, decision timestamp, certificate temporal evaluation, current revocation index, and genuine runtime evidence.","Producer use_eligibility, QA success, certificate presence, or LLM/VLM opinion is never sufficient by itself; every exact policy criterion and Main QA must pass without blockers.",ITEM-W64-329|ITEM-W64-330,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
332,ITEM-W64-332,TRK-W64-332,MFB-03,authority_certificate_promotion,maskfactory_autonomous_bridge,release,Certificate Revocation Demotion and Per-Target Invalidation,"Apply signer revocation, certificate expiry/revocation, regression, per-target scope/hash drift, media-frame drift, and policy/revocation-index change as durable signed invalidations and re-evaluate dependents.",Only affected target masks/caches/dependents fail closed while unrelated targets and DAG branches continue; tombstoned authority cannot resurrect.,ITEM-W64-329|ITEM-W64-330|ITEM-W64-331,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
333,ITEM-W64-333,TRK-W64-333,MFB-04,ownership_transform_derivation_repair,maskfactory_autonomous_bridge,contract,Multi-Entity Scene Roster Owner and Provider Index Binding,"Bind the exact target character plus every visible/protected character, prop, and environment instance to the declared scene roster, provider indices where applicable, references, visibility, occlusion, target masks, and protected input regions.","Duplicate, swapped, absent, cross-character, prop, environment, or ambiguous assignments block the affected pass and cannot be promotion-authoritative.",ITEM-W64-177|ITEM-W64-178|ITEM-W64-179|ITEM-W64-180|ITEM-W64-332,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
334,ITEM-W64-334,TRK-W64-334,MFB-04,ownership_transform_derivation_repair,maskfactory_autonomous_bridge,implementation,Executable Coordinate Transform and Roundtrip Validator,"Record and execute typed ordered crop, resize, pad, flip, projection, inverse, interpolation, rounding, source/output dimensions, character-perspective side swaps, per-step hashes, canonical chain hash, and tolerance.","Step continuity, sentinel points, bounds, and masks roundtrip within policy; non-invertible operations, wrong side labels, or image/mask transform divergence fail.",ITEM-W64-333,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
335,ITEM-W64-335,TRK-W64-335,MFB-04,ownership_transform_derivation_repair,maskfactory_autonomous_bridge,validation,Target Protected Input and Derived Output Lineage Gate,"Keep input ROI/protected constraint artifacts distinct from generated masks, validate ownership/overlap, and record boolean, morphological, feather, crop, and projection derivations with exact parent hashes and parent authority records.",Only an exact Mode A package selector may intentionally reference the same immutable package mask; protected-region policy is explicit and each derived output is capped at the weakest parent authority/claim scope.,ITEM-W64-333|ITEM-W64-334,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
336,ITEM-W64-336,TRK-W64-336,MFB-04,ownership_transform_derivation_repair,maskfactory_autonomous_bridge,release,Disagreement Arbitration and Localized Mask Repair,"Localize provider disagreement, preserve accepted parents, require a new hypothesis, and bound candidate, attempt, time, and compute budgets.",Repair changes only the failed scope and passes regional plus whole-artifact regression or abstains.,ITEM-W64-333|ITEM-W64-334|ITEM-W64-335,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
337,ITEM-W64-337,TRK-W64-337,MFB-05,resilience_cache_event_recovery,maskfactory_autonomous_bridge,contract,Health Capability Route and Runtime Snapshot,"Publish freshness-bound service, authenticated endpoint, model-route, authority ceiling, native/venv or container runtime provenance, resource envelope, and compatibility observations.","Stale health never authorizes execution, container routes require image digests, native/venv routes require environment/lock hashes, and current Mode B default authority is draft.",ITEM-W64-177|ITEM-W64-178|ITEM-W64-179|ITEM-W64-180|ITEM-W64-336,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
338,ITEM-W64-338,TRK-W64-338,MFB-05,resilience_cache_event_recovery,maskfactory_autonomous_bridge,implementation,Lifecycle Idempotency Retry Deadline and Circuit Breaker,"Separate transport retry from quality repair, bind retries to request payload/idempotency/nonce/deadline, persist explicit execution state transitions, and reconcile outcome_unknown before resubmission.","Confirmed effects are not duplicated, impossible/backward transitions fail, quality retries require a new hypothesis, and breakers are exact-route scoped and deadline bounded.",ITEM-W64-337,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
339,ITEM-W64-339,TRK-W64-339,MFB-05,resilience_cache_event_recovery,maskfactory_autonomous_bridge,validation,Content-Addressed Cache and Per-Scope Invalidation Tombstones,Key cache by release/contracts/source/media/owner/input regions/intent/transform/route/runtime/model/authority/claim/policy and persist signed per-target invalidation tombstones.,"Stale, revoked, wrong-frame, or wrong-owner entries cannot resurrect after restart; forensic retention and fixture entries cannot satisfy active production routes.",ITEM-W64-337|ITEM-W64-338,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
340,ITEM-W64-340,TRK-W64-340,MFB-05,resilience_cache_event_recovery,maskfactory_autonomous_bridge,release,Signed Append-Only Bridge Event Journal Checkpoints and Recovery,"Persist canonical domain-separated admitted, submitted, accepted, running, outcome_unknown, received, validated, authority, cache, invalidation, repair, incident, and promotion-decision events with causation, previous hashes, signed bootstrap/checkpoints, and trusted head pins.","Replay verifies sequence/hash/signature/checkpoint continuity, rejects fork/deletion/reorder/reseal/substituted-key history, reconstructs projections, and resumes only safe work without repeating confirmed external effects.",ITEM-W64-337|ITEM-W64-338|ITEM-W64-339,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
341,ITEM-W64-341,TRK-W64-341,MFB-06,cross_repository_session_handshake,maskfactory_autonomous_bridge,contract,Main Consumer Requirements and Trust Manifest,"Declare exact wire schema name/version/hash, canonicalization/domain profile, trusted-key registry and allowed key IDs/algorithms, auth/nonce/replay policy, API/package/ontology compatibility, labels, person counts, transforms, media scope, access modes, issuer/certificate/claim scope, runtime provenance, latency/resources, and completion profile.","Core requirements explicitly set human anchors and scale/DAZ maturity as optional; embedded keys, conversational memory, and producer use_eligibility have no Main authority.",ITEM-W64-177|ITEM-W64-178|ITEM-W64-179|ITEM-W64-180|ITEM-W64-340,implementation_hashes|tests|qa_record|pass_or_exact_blocker,,Planned_Autonomous_Implementation_Required,True,False,core_autonomous_runtime,independent_real_accuracy|scale_daz_maturity,Plan/00_PROJECT_CONTROL/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_AND_RELEASE_HANDSHAKE_MASTER_PLAN.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_MASKFACTORY_AUTONOMOUS_BRIDGE_ARCHITECTURE.md|Plan/Instructions/WAVE64_MASKFACTORY_BRIDGE_IMPLEMENTATION_AND_OPERATION_PROTOCOL.md|Plan/Instructions/QA/WAVE64_MASKFACTORY_BRIDGE_QA_AND_PROMOTION_PROTOCOL.md,planned_not_started,main_task_formal_adoption_then_dependency_order_implementation,runtime_implementation_and_evidence_not_yet_complete
