requirement_id,wave,category,title,implementation_target,autonomous_behavior,acceptance_criteria,required_evidence,qa_gates,visual_review_required,video_review_required,audio_review_required,comfyui_integration_required,simulation_backend_required,deferred_status,activation_gate,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
W72-0011,72,daz_prototype_intake_and_universal_base,Build wave70_region_label_transfer,wave70_region_label_transfer,"Autonomously validate, register, or generate evidence for Wave70 mask region labels transferred to fitted production body.","wave70_region_label_transfer is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:wave70_region_label_transfer,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0012,72,daz_prototype_intake_and_universal_base,Build wave71_physics_anchor_transfer,wave71_physics_anchor_transfer,"Autonomously validate, register, or generate evidence for Wave71 physics anchors and map IDs transferred to fitted production body.","wave71_physics_anchor_transfer is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:wave71_physics_anchor_transfer,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0013,72,daz_prototype_intake_and_universal_base,Build shape_transfer_wrap_solver,shape_transfer_wrap_solver,"Autonomously validate, register, or generate evidence for Blender wrap/lattice/shrinkwrap/landmark fit to match DAZ prototype silhouette and proportions.","shape_transfer_wrap_solver is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:shape_transfer_wrap_solver,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0014,72,daz_prototype_intake_and_universal_base,Build fit_error_metrics,fit_error_metrics,"Autonomously validate, register, or generate evidence for landmark, silhouette, volume, body-proportion, and camera/reference-view fit thresholds.","fit_error_metrics is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:fit_error_metrics,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0015,72,daz_prototype_intake_and_universal_base,Build hair_clothing_prototype_extraction,hair_clothing_prototype_extraction,"Autonomously validate, register, or generate evidence for optional DAZ hair/clothing prototype imported as reference, then rebuilt or proxied for production.","hair_clothing_prototype_extraction is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:hair_clothing_prototype_extraction,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0016,72,daz_prototype_intake_and_universal_base,Build material_texture_reference_capture,material_texture_reference_capture,"Autonomously validate, register, or generate evidence for texture/material/color/skinmark reference capture for later ComfyUI and rendering consistency.","material_texture_reference_capture is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:material_texture_reference_capture,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0017,72,daz_prototype_intake_and_universal_base,Build body_region_metadata_contract,body_region_metadata_contract,"Autonomously validate, register, or generate evidence for body, garment, region-label, and fit-context metadata preserved as ordinary technical validation data.","body_region_metadata_contract is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:body_region_metadata_contract,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0018,72,daz_prototype_intake_and_universal_base,Build prototype_to_production_qa_report,prototype_to_production_qa_report,"Autonomously validate, register, or generate evidence for single audit artifact proving the DAZ prototype was converted into a production-ready fitting target.","prototype_to_production_qa_report is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:prototype_to_production_qa_report,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0019,72,daz_prototype_intake_and_universal_base,Build manual_asset_boundary,manual_asset_boundary,"Autonomously validate, register, or generate evidence for DAZ sculpt can be a supplied input, but no human implementation work is allowed after registration.","manual_asset_boundary is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:manual_asset_boundary,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51
W72-0020,72,daz_prototype_intake_and_universal_base,Build not_next_priority_gate,not_next_priority_gate,"Autonomously validate, register, or generate evidence for explicit deferred rule preventing the main session from implementing this before nearer ComfyUI project milestones.","not_next_priority_gate is complete only with schema, scripts or adapter stubs, sample manifest, validation evidence, fit/visual QA where applicable, and blocker behavior if unavailable.",schema_or_contract_json; adapter_or_process_spec; example_manifest; validation_report_json; visual_reference_or_overlay; qa_report_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,"Deferred. Do not implement until the current ComfyUI generation system, Wave70 mask coverage, and Wave71 map taxonomy are stable enough to consume production-body physics work.",W72:daz_prototype_intake_and_universal_base:not_next_priority_gate,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE72_DAZ_PROTOTYPE_UNIVERSAL_PRODUCTION_BASE_FITTING.md,Daz Prototype Intake And Universal Base,23,51

