requirement_id,wave,category,title,implementation_target,autonomous_behavior,acceptance_criteria,required_evidence,qa_gates,visual_review_required,video_review_required,audio_review_required,comfyui_integration_required,simulation_backend_required,deferred_status,activation_gate,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
W76-0011,76,physics_deformation_qa_certification,Certify QA requirement multi_character_physics_qa,multi_character_physics_qa,"Autonomously run or require strict evidence for multi-character contact, occlusion, ownership, separation, and identity protection pass.","multi_character_physics_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:multi_character_physics_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0012,76,physics_deformation_qa_certification,Certify QA requirement support_surface_physics_qa,support_surface_physics_qa,"Autonomously run or require strict evidence for bed/chair/couch/floor/table/pillow/blanket contact, compression, shadows, and load transfer pass.","support_surface_physics_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:support_surface_physics_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0013,76,physics_deformation_qa_certification,Certify QA requirement body_region_route_qa,body_region_route_qa,Autonomously run or require strict evidence for body regions or sensitive regions only route with explicit geometry evidence and never accidentally.,"body_region_route_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:body_region_route_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0014,76,physics_deformation_qa_certification,Certify QA requirement proxy_to_final_match_qa,proxy_to_final_match_qa,"Autonomously run or require strict evidence for DAZ prototype, production base, simulation proxy, and final ComfyUI output match enough for physics guidance to be valid.","proxy_to_final_match_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:proxy_to_final_match_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0015,76,physics_deformation_qa_certification,Certify QA requirement map_value_range_qa,map_value_range_qa,"Autonomously run or require strict evidence for all maps have expected dimensions, frame counts, alpha/value ranges, and coordinate conventions.","map_value_range_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:map_value_range_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0016,76,physics_deformation_qa_certification,Certify QA requirement temporal_map_consistency_qa,temporal_map_consistency_qa,"Autonomously run or require strict evidence for temporal masks, flow, motion vectors, deformation maps, and generated frames stay aligned.","temporal_map_consistency_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:temporal_map_consistency_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0017,76,physics_deformation_qa_certification,Certify QA requirement audio_visual_event_alignment_qa,audio_visual_event_alignment_qa,"Autonomously run or require strict evidence for audio events match visual contact, mouth/breath/chest motion, footsteps, impacts, and cloth movement.","audio_visual_event_alignment_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,true,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:audio_visual_event_alignment_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0018,76,physics_deformation_qa_certification,Certify QA requirement regression_suite,regression_suite,"Autonomously run or require strict evidence for rerun proof for schemas, adapter outputs, package routes, visual/audio QA, and target-runtime evidence.","regression_suite is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:regression_suite,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0019,76,physics_deformation_qa_certification,Certify QA requirement failure_classification_policy,failure_classification_policy,"Autonomously run or require strict evidence for classify failures as map, proxy, adapter, ComfyUI route, generation, visual QA, audio QA, or technical blocker.","failure_classification_policy is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:failure_classification_policy,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
W76-0020,76,physics_deformation_qa_certification,Certify QA requirement final_promotion_gate,final_promotion_gate,"Autonomously run or require strict evidence for no physics/deformation system row can be marked complete from docs, taxonomies, or one smoke artifact alone.","final_promotion_gate is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after Waves 71-75 have implementation artifacts or approximation packages requiring certification.,W76:physics_deformation_qa_certification:final_promotion_gate,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51
