requirement_id,wave,category,title,implementation_target,autonomous_behavior,acceptance_criteria,required_evidence,qa_gates,visual_runtime_ready,video_runtime_ready,audio_runtime_ready,comfyui_integration_required,simulation_backend_required,deferred_status,activation_gate,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
W73-0014,73,production_rig_collision_gravity_maps,Implement body_part_gravity_model,body_part_gravity_model,"Autonomously build, validate, and evidence per-body-part gravity vector, mass, sag, and support behavior.","body_part_gravity_model passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:body_part_gravity_model,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0017,73,production_rig_collision_gravity_maps,Implement abdomen_soft_body_preset,abdomen_soft_body_preset,"Autonomously build, validate, and evidence abdomen/stomach compression, breath, sag, damping, contact and clothing behavior.","abdomen_soft_body_preset passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:abdomen_soft_body_preset,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0018,73,production_rig_collision_gravity_maps,Implement thigh_hip_soft_body_preset,thigh_hip_soft_body_preset,"Autonomously build, validate, and evidence thigh/hip/waist collision, friction, compression, cloth, and support behavior.","thigh_hip_soft_body_preset passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:thigh_hip_soft_body_preset,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0019,73,production_rig_collision_gravity_maps,Implement upper_arm_calf_soft_body_preset,upper_arm_calf_soft_body_preset,"Autonomously build, validate, and evidence upper-arm/calf loose-skin secondary motion and protected joint anchors.","upper_arm_calf_soft_body_preset passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:upper_arm_calf_soft_body_preset,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0020,73,production_rig_collision_gravity_maps,Implement face_cheek_neck_softness_preset,face_cheek_neck_softness_preset,"Autonomously build, validate, and evidence face/cheek/neck deformation without identity drift.","face_cheek_neck_softness_preset passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:face_cheek_neck_softness_preset,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0021,73,production_rig_collision_gravity_maps,Implement hands_feet_protected_anchor_preset,hands_feet_protected_anchor_preset,"Autonomously build, validate, and evidence hands/fingers/feet/toes protected anchors and contact correctness.","hands_feet_protected_anchor_preset passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:hands_feet_protected_anchor_preset,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0022,73,production_rig_collision_gravity_maps,Implement clothing_collision_proxy_builder,clothing_collision_proxy_builder,"Autonomously build, validate, and evidence cloth/body collision proxies and fabric-region map anchors.","clothing_collision_proxy_builder passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:clothing_collision_proxy_builder,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0023,73,production_rig_collision_gravity_maps,Implement hair_collision_proxy_builder,hair_collision_proxy_builder,"Autonomously build, validate, and evidence hair/head/neck/shoulder collision proxies and protected-face constraints.","hair_collision_proxy_builder passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:hair_collision_proxy_builder,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0024,73,production_rig_collision_gravity_maps,Implement support_surface_proxy_builder,support_surface_proxy_builder,"Autonomously build, validate, and evidence bed/chair/couch/floor/table/pillow/blanket collision and load-transfer proxies.","support_surface_proxy_builder passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:support_surface_proxy_builder,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0025,73,production_rig_collision_gravity_maps,Implement multi_character_collision_ownership,multi_character_collision_ownership,"Autonomously build, validate, and evidence character A/B collision ownership, separation, shared contact, occlusion, and identity protection.","multi_character_collision_ownership passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:multi_character_collision_ownership,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0026,73,production_rig_collision_gravity_maps,Implement gravity_contact_load_transfer_solver,gravity_contact_load_transfer_solver,"Autonomously build, validate, and evidence support-surface and body-body load transfer with gravity and compression maps.","gravity_contact_load_transfer_solver passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:gravity_contact_load_transfer_solver,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0027,73,production_rig_collision_gravity_maps,Implement physics_map_baker,physics_map_baker,"Autonomously build, validate, and evidence bake vertex, weight, stiffness, damping, pressure, collision, gravity, tension, compression, and decay maps.","physics_map_baker passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:physics_map_baker,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0028,73,production_rig_collision_gravity_maps,Implement simulation_cache_baker,simulation_cache_baker,"Autonomously build, validate, and evidence bake final simulation caches for video and repeatable map export.","simulation_cache_baker passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:simulation_cache_baker,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0029,73,production_rig_collision_gravity_maps,Implement render_pass_exporter,render_pass_exporter,"Autonomously build, validate, and evidence export reference frames, depth, normal, segmentation, masks, contact, deformation, and motion passes.","render_pass_exporter passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:render_pass_exporter,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
W73-0030,73,production_rig_collision_gravity_maps,Implement production_rig_smoke_test,production_rig_smoke_test,"Autonomously build, validate, and evidence automated rig deformation smoke test across body poses and soft-body regions.","production_rig_smoke_test passes production-rig, physics-map, collision, gravity, visual overlay, and no-regression QA before any downstream ComfyUI conditioning can trust it.",production_body_manifest; rig_or_proxy_artifact; map_or_cache_artifact; preview_overlay; physics_validation_report; visual_qa_report,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video,true,true,false,false,true,Deferred_Required_Not_Complete,Deferred. Activate only after Wave72 can produce a fitted production base and the active ComfyUI foundation has capacity for simulation-map integration.,W73:production_rig_collision_gravity_maps:production_rig_smoke_test,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE73_PRODUCTION_RIG_COLLISION_GRAVITY_SOFT_BODY_MAP_GENERATION.md,Production Rig Collision Gravity Maps,23,61
