requirement_id,wave,category,title,implementation_target,autonomous_behavior,acceptance_criteria,required_evidence,qa_gates,visual_runtime_ready,video_runtime_ready,audio_runtime_ready,comfyui_integration_required,simulation_backend_required,deferred_status,activation_gate,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
W75-0011,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement masked_inpaint_route_builder,masked_inpaint_route_builder,"Autonomously package, route, validate, and QA regional inpaint/detail routes for compression, wrinkles, skin texture, cloth, hands, feet, face.","masked_inpaint_route_builder passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:masked_inpaint_route_builder,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0012,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement video_to_video_conditioning_route,video_to_video_conditioning_route,"Autonomously package, route, validate, and QA frame sequence, temporal masks, optical flow, and reference frames routed into video workflows.","video_to_video_conditioning_route passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:video_to_video_conditioning_route,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0013,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement regional_prompt_conditioning,regional_prompt_conditioning,"Autonomously package, route, validate, and QA region-specific prompts/negative prompts tied to body-part masks and protected anchors.","regional_prompt_conditioning passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:regional_prompt_conditioning,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0014,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement map_strength_schedule,map_strength_schedule,"Autonomously package, route, validate, and QA per-map strength/start/end/temporal schedule to avoid over-constrained or plastic outputs.","map_strength_schedule passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:map_strength_schedule,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0015,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement whole_artifact_preview_builder,whole_artifact_preview_builder,"Autonomously package, route, validate, and QA contact/physics overlays plus generated-output previews for strict review.","whole_artifact_preview_builder passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:whole_artifact_preview_builder,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0016,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement local_comfyui_validation_lane,local_comfyui_validation_lane,"Autonomously package, route, validate, and QA local ComfyUI lane validates package without EC2 where possible.","local_comfyui_validation_lane passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:local_comfyui_validation_lane,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0017,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement target_runtime_certification_gate,target_runtime_certification_gate,"Autonomously package, route, validate, and QA EC2/target runtime proof only after local package passes and cost-control gates are satisfied.","target_runtime_certification_gate passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:target_runtime_certification_gate,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0018,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement translation_table_to_comfyui_names,translation_table_to_comfyui_names,"Autonomously package, route, validate, and QA map every physics/deformation map to ComfyUI IMAGE/MASK/ControlNet/conditioning equivalent or declare no native equivalent.","translation_table_to_comfyui_names passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:translation_table_to_comfyui_names,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0019,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement no_fake_physics_rule,no_fake_physics_rule,"Autonomously package, route, validate, and QA ComfyUI outputs cannot claim true physics unless backed by simulation or explicit approximation label.","no_fake_physics_rule passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:no_fake_physics_rule,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
W75-0020,75,comfyui_physics_conditioning_package,Build ComfyUI conditioning requirement conditioning_package_regression_suite,conditioning_package_regression_suite,"Autonomously package, route, validate, and QA regression tests for package structure, map dimensions, routing, output artifacts, and QA evidence.","conditioning_package_regression_suite passes map normalization, route manifest, generated-output proof, whole-artifact QA, and target-runtime gate before certification.",conditioning_package_manifest; map_files_or_sequences; route_manifest_json; generated_output_artifact; technical_validation_report; whole_artifact_visual_qa; target_runtime_evidence_before_final,schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,true,true,false,true,false,Deferred_Required_Not_Complete,Deferred. Activate after at least one production simulation package can be generated or approximated and the current ComfyUI runtime lanes are stable.,W75:comfyui_physics_conditioning_package:conditioning_package_regression_suite,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE75_COMFYUI_PHYSICS_CONDITIONING_PACKAGE.md,Comfyui Physics Conditioning Package,23,51
