Tracker_ID,Wave,Phase,Workstream,Priority,Risk_Level,Owner_Role,Environment,Status,Task_Name,Detailed_Action,Completion_Criteria,Acceptance_Evidence,Dependency_Prerequisite,Validation_Method,Output_Artifact,Source_Path,Related_Source_Paths,Package_Top_Level_Directory,Autonomous_Execution_Mode,Human_Input_Allowed,Human_Work_Allowed,Codex_Desktop_Action,QA_Strictness,Visual_Review_Required,Visual_Review_Method,Test_Required,Runtime_Proof_Required,EC2_Allowed,Preview_Required,Final_Render_Gate,Evidence_Path,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_Item_ID,Blocker_Policy,Rerun_Policy,Status_Decision,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
TRK-049588,49,Wave 49 — Autonomous Execution Controller Subtask 24,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous Build,Autonomous Execution Controller Subtask 24,"Autonomously complete autonomous execution controller subtask 24 with source-cited evidence, validation, blocker handling, and no human work.","Codex can perform the task without human input, with retry/blocker policy and evidence logging.","Autonomous execution log, retry log, blocker report, validation evidence",Blueprint/instruction manual source citation and catalog entry must exist before execution.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Autonomously complete autonomous execution controller subtask 24 with source-cited evidence, validation, blocker handling, and no human work.",STRICT,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\ITEM-049588.json,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Autonomous Execution Controller Subtask 24,1,80,"Autonomously complete autonomous execution controller subtask 24 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,ITEM-049588,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Additional explicit wave-control tracker row for autonomous execution coverage.,,,,,
TRK-049657,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Non-negotiable requirements,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md lines 11-19. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=d7f97f172eeb83c6",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\d7f97f172eeb83c6.json,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,Non-negotiable requirements,11,19,"## Non-negotiable requirements 1. Do not expose raw model paths, raw LoRA paths, private API keys, AWS details, or GitHub tokens in App Mode. 2. Do not enable disabled catalog LoRA nodes as runtime nodes. 3. Do not combine Flux, SDXL, Pony, SD1.5, Z-Image, video, or audio assets in one model chain unless the bridge is image-based and explicitly val",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-d7f97f172eeb83c6,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,d7f97f172eeb83c6,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-049707,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Wave 07 File Index,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md lines 1-52. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=a59721b7cd36f47b",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\a59721b7cd36f47b.json,00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md,Wave 07 File Index,1,52,# Wave 07 File Index - `00_PROJECT_CONTROL/WAVE07_CURRENT_STATUS.md` - `00_PROJECT_CONTROL/WAVE07_AI_PM_TASKS.md` - `00_PROJECT_CONTROL/WAVE07_DELIVERY_REPORT.md` - `00_PROJECT_CONTROL/WAVE07_FILE_INDEX.md` - `02_TARGET_ARCHITECTURE/WAVE07_LLM_SCENE_DIRECTOR_ARCHITECTURE.md` - `02_TARGET_ARCHITECTURE/WAVE07_REQUEST_TO_STRUCTURED_SCENE_PLAN_PIPELINE,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-a59721b7cd36f47b,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,a59721b7cd36f47b,00_PROJECT_CONTROL/WAVE07_FILE_INDEX.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-049841,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Why this wave exists,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md lines 6-8. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=e9fd5bf67bd5d0d7",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\e9fd5bf67bd5d0d7.json,00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md,Why this wave exists,6,8,"## Why this wave exists Earlier waves created the Scene Director, Character Bible, Camera/Framing system, Control Maps, Mask Factory, Orchestrator, Base Lanes, and Refine Bridge. Wave 17 connects those pieces into a specific body-correction subsystem so the system can correct body proportions without corrupting the base image.",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-e9fd5bf67bd5d0d7,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,e9fd5bf67bd5d0d7,00_PROJECT_CONTROL/WAVE17_AI_PM_TASKS.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-049858,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Major Wave 17 files,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md lines 3-49. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=1903d32cd3279b2b",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\1903d32cd3279b2b.json,00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md,Major Wave 17 files,3,49,## Major Wave 17 files - `00_PROJECT_CONTROL/WAVE17_AI_PM_TASKS.md` - `00_PROJECT_CONTROL/WAVE17_CURRENT_STATUS.md` - `00_PROJECT_CONTROL/WAVE17_DELIVERY_REPORT.md` - `02_TARGET_ARCHITECTURE/WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md` - `02_TARGET_ARCHITECTURE/WAVE17_BODY_SHAPE_PROPORTION_CORRECTION_ARCHITECTURE.md` - `02_TARGET_ARCHITECTURE/,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-1903d32cd3279b2b,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,1903d32cd3279b2b,00_PROJECT_CONTROL/WAVE17_FILE_INDEX.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-049940,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Wave 25 File Index,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 00_PROJECT_CONTROL\WAVE25_FILE_INDEX.md lines 1-46. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE25_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE25_FILE_INDEX.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=20f1d5889f04c702",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\20f1d5889f04c702.json,00_PROJECT_CONTROL\WAVE25_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE25_FILE_INDEX.md,Wave 25 File Index,1,46,# Wave 25 File Index - `00_PROJECT_CONTROL/WAVE25_AI_PM_TASKS.md` - `00_PROJECT_CONTROL/WAVE25_CURRENT_STATUS.md` - `00_PROJECT_CONTROL/WAVE25_DELIVERY_REPORT.md` - `00_PROJECT_CONTROL/WAVE25_FILE_INDEX.md` - `02_TARGET_ARCHITECTURE/WAVE25_MULTI_CHARACTER_INTERACTIONS_ARCHITECTURE.md` - `02_TARGET_ARCHITECTURE/WAVE25_CROSS_CHARACTER_CONTACT_OCCLUSI,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-20f1d5889f04c702,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,20f1d5889f04c702,00_PROJECT_CONTROL/WAVE25_FILE_INDEX.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050404,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: App Mode + Orchestrator Design,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md lines 1-2. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=a9a75a1b2861bdaa",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\a9a75a1b2861bdaa.json,02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,App Mode + Orchestrator Design,1,2,# App Mode + Orchestrator Design,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-a9a75a1b2861bdaa,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,a9a75a1b2861bdaa,02_TARGET_ARCHITECTURE/APP_MODE_ORCHESTRATOR_DESIGN.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050405,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: App Mode role,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md lines 3-6. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=e820facb0332851d",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\e820facb0332851d.json,02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,App Mode role,3,6,"## App Mode role App Mode should be the clean UI for non-node operation. It should expose task-level controls, not internal node details.",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-e820facb0332851d,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,e820facb0332851d,02_TARGET_ARCHITECTURE/APP_MODE_ORCHESTRATOR_DESIGN.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050408,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Required ComfyUI API operations,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md lines 35-44. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=3e336d848dd48b8e",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\3e336d848dd48b8e.json,02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\APP_MODE_ORCHESTRATOR_DESIGN.md,Required ComfyUI API operations,35,44,"## Required ComfyUI API operations - Get node metadata with object_info. - Upload input images/masks. - Submit workflows to prompt queue. - Poll or subscribe for progress. - Read history and locate outputs. - Save outputs, masks, control maps, and crops. - Write run manifest.",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-3e336d848dd48b8e,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,3e336d848dd48b8e,02_TARGET_ARCHITECTURE/APP_MODE_ORCHESTRATOR_DESIGN.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050539,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Wave 05 — App Mode and Orchestrator Boundary,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md lines 1-2. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=265662a01d3afd90",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\265662a01d3afd90.json,02_TARGET_ARCHITECTURE\WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md,Wave 05 — App Mode and Orchestrator Boundary,1,2,# Wave 05 — App Mode and Orchestrator Boundary,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-265662a01d3afd90,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,265662a01d3afd90,02_TARGET_ARCHITECTURE/WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
