Item_ID,Item_Wave,Item_Type,Item_Title,Item_Category,Item_Domain,Owner_Domain,Autonomous_Required,Human_Input_Allowed,Human_Work_Allowed,Codex_Action,Implementation_Target,Deliverable_Type,Acceptance_Criteria,QA_Gates_Required,Visual_Review_Required,Visual_Review_Method,Test_Required,Evidence_Required,Runtime_Proof_Required,EC2_Allowed,Blocker_Policy,Source_Plan_Root,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_File_Size,Priority,Risk_Level,Status,Created_From,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
ITEM-W76-0011,76,deferred_physics_deformation_system_requirement,Certify QA requirement multi_character_physics_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",multi_character_physics_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"multi_character_physics_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines multi_character_physics_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"multi-character contact, occlusion, ownership, separation, and identity protection pass",W76:physics_deformation_qa_certification:multi_character_physics_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:multi_character_physics_qa#L23-L51
ITEM-W76-0012,76,deferred_physics_deformation_system_requirement,Certify QA requirement support_surface_physics_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",support_surface_physics_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"support_surface_physics_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines support_surface_physics_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"bed/chair/couch/floor/table/pillow/blanket contact, compression, shadows, and load transfer pass",W76:physics_deformation_qa_certification:support_surface_physics_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:support_surface_physics_qa#L23-L51
ITEM-W76-0013,76,deferred_physics_deformation_system_requirement,Certify QA requirement body_region_route_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",body_region_route_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"body_region_route_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines body_region_route_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,body regions or sensitive regions only route with explicit geometry evidence and never accidentally,W76:physics_deformation_qa_certification:body_region_route_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:body_region_route_qa#L23-L51
ITEM-W76-0014,76,deferred_physics_deformation_system_requirement,Certify QA requirement proxy_to_final_match_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",proxy_to_final_match_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"proxy_to_final_match_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines proxy_to_final_match_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"DAZ prototype, production base, simulation proxy, and final ComfyUI output match enough for physics guidance to be valid",W76:physics_deformation_qa_certification:proxy_to_final_match_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:proxy_to_final_match_qa#L23-L51
ITEM-W76-0015,76,deferred_physics_deformation_system_requirement,Certify QA requirement map_value_range_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",map_value_range_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"map_value_range_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines map_value_range_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"all maps have expected dimensions, frame counts, alpha/value ranges, and coordinate conventions",W76:physics_deformation_qa_certification:map_value_range_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:map_value_range_qa#L23-L51
ITEM-W76-0016,76,deferred_physics_deformation_system_requirement,Certify QA requirement temporal_map_consistency_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",temporal_map_consistency_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"temporal_map_consistency_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines temporal_map_consistency_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"temporal masks, flow, motion vectors, deformation maps, and generated frames stay aligned",W76:physics_deformation_qa_certification:temporal_map_consistency_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:temporal_map_consistency_qa#L23-L51
ITEM-W76-0017,76,deferred_physics_deformation_system_requirement,Certify QA requirement audio_visual_event_alignment_qa,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",audio_visual_event_alignment_qa,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"audio_visual_event_alignment_qa is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines audio_visual_event_alignment_qa as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"audio events match visual contact, mouth/breath/chest motion, footsteps, impacts, and cloth movement",W76:physics_deformation_qa_certification:audio_visual_event_alignment_qa,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:audio_visual_event_alignment_qa#L23-L51
ITEM-W76-0018,76,deferred_physics_deformation_system_requirement,Certify QA requirement regression_suite,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",regression_suite,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"regression_suite is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines regression_suite as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"rerun proof for schemas, adapter outputs, package routes, visual/audio QA, and target-runtime evidence",W76:physics_deformation_qa_certification:regression_suite,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:regression_suite#L23-L51
ITEM-W76-0019,76,deferred_physics_deformation_system_requirement,Certify QA requirement failure_classification_policy,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",failure_classification_policy,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"failure_classification_policy is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines failure_classification_policy as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"classify failures as map, proxy, adapter, ComfyUI route, generation, visual QA, audio QA, or technical blocker",W76:physics_deformation_qa_certification:failure_classification_policy,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:failure_classification_policy#L23-L51
ITEM-W76-0020,76,deferred_physics_deformation_system_requirement,Certify QA requirement final_promotion_gate,"Physics, Deformation, Video, Audio, And Visual QA Certification",physics_deformation_qa_certification,physics_deformation_system,TRUE,FALSE,FALSE,"Do not implement before activation gate. When activated, implement or block this requirement with source-cited autonomous evidence and strict QA.",final_promotion_gate,plan_contract_adapter_or_artifact_validation_strict_qa_evidence,"final_promotion_gate is complete only when strict evidence proves full-artifact visual/video/audio and physics-specific QA passed, or a precise blocker is recorded.",schema_validation_pass; source_citation_present; artifact_manifest_with_hashes_present; preview_or_overlay_generated; strict_visual_review_pass; whole_artifact_review_pass_when_media_exists; no_human_work_dependency_after_registered_inputs; autonomous_failure_blocker_written_if_blocked; body_region_mapping_pass; protected_anchor_preservation_pass; gravity_direction_plausibility_pass; collision_contact_plausibility_pass; no_mesh_or_visual_penetration_pass; no_floating_contact_pass; body_shape_continuity_pass; temporal_stability_pass_for_video; control_map_dimensions_match_generation; map_value_range_normalized; comfyui_route_manifest_pass; generated_output_proof_present; target_runtime_proof_before_final_certification; full_duration_audio_review_pass; audio_event_visual_contact_alignment_pass; av_sync_drift_check_pass; clipping_noise_mix_balance_pass,TRUE,strict_whole_artifact_plus_map_overlay_plus_target_region_review,TRUE,qa_manifest_json; technical_validation_report; visual_review_report; video_review_report_when_applicable; audio_review_report_when_applicable; failure_classification_or_pass_record; promotion_decision_json,TRUE,FALSE,"If unavailable or blocked, record exact blocker and continue nearer active project work; do not start housekeeping loops.",C:\Comfy_UI_Main\Plan,WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,Physics Deformation Qa Certification,23,51,Wave76 defines final_promotion_gate as a deferred autonomous physics/deformation requirement.,"Wave76 Physics, Deformation, Video, Audio, And Visual QA Certification",Plan Source,11771,P1,Critical,Deferred_Required_Not_Complete,generate_waves71_76_physics_deformation_system.py,"no physics/deformation system row can be marked complete from docs, taxonomies, or one smoke artifact alone",W76:physics_deformation_qa_certification:final_promotion_gate,Plan\07_IMPLEMENTATION\physics_deformation_system\WAVE76_PHYSICS_DEFORMATION_QA_CERTIFICATION.md,deferred_direct_physics_deformation_requirement,source_cited_deferred_required_not_complete,W76:physics_deformation_qa_certification:final_promotion_gate#L23-L51
